date_time
2012-08-12 00:00:00
2012-08-19 00:00:00
2012-08-26 00:00:00
2012-09-02 00:00:00
2012-09-09 00:00:00
2012-09-16 00:00:00
2012-09-23 00:00:00
2012-09-30 00:00:00
2012-10-07 00:00:00
2012-10-14 00:00:00
2012-10-21 00:00:00
2012-10-28 00:00:00
2012-11-04 00:00:00
2012-11-11 00:00:00
2012-11-18 00:00:00
2012-11-25 00:00:00
2012-12-02 00:00:00
2012-12-09 00:00:00
2012-12-16 00:00:00
2012-12-23 00:00:00
2012-12-30 00:00:00
2013-01-06 00:00:00
2013-01-13 00:00:00
2013-01-20 00:00:00
2013-01-27 00:00:00
2013-02-03 00:00:00
2013-02-10 00:00:00
2013-02-17 00:00:00
2013-02-24 00:00:00
2013-03-03 00:00:00
2013-03-10 00:00:00
2013-03-17 00:00:00
2013-03-24 00:00:00
2013-03-31 00:00:00
2013-04-07 00:00:00
2013-04-14 00:00:00
2013-04-21 00:00:00
2013-04-28 00:00:00
2013-05-05 00:00:00
2013-05-12 00:00:00
2013-05-19 00:00:00
2013-05-26 00:00:00
2013-06-02 00:00:00
2013-06-09 00:00:00
2013-06-16 00:00:00
2013-06-23 00:00:00
2013-06-30 00:00:00
2013-07-07 00:00:00
2013-07-14 00:00:00
2013-07-21 00:00:00
2013-07-28 00:00:00
2013-08-04 00:00:00
2013-08-11 00:00:00
2013-08-18 00:00:00
2013-08-25 00:00:00
2013-09-01 00:00:00
2013-09-08 00:00:00
2013-09-15 00:00:00
2013-09-22 00:00:00
2013-09-29 00:00:00
2013-10-06 00:00:00
2013-10-13 00:00:00
2013-10-20 00:00:00
2013-10-27 00:00:00
2013-11-03 00:00:00
2013-11-10 00:00:00
2013-11-17 00:00:00
2013-11-24 00:00:00
2013-12-01 00:00:00
2013-12-08 00:00:00
2013-12-15 00:00:00
2013-12-22 00:00:00
2013-12-29 00:00:00
2014-01-05 00:00:00
2014-01-12 00:00:00
2014-01-19 00:00:00
2014-01-26 00:00:00
2014-02-02 00:00:00
2014-02-09 00:00:00
2014-02-16 00:00:00
2014-02-23 00:00:00
2014-03-02 00:00:00
2014-03-09 00:00:00
2014-03-16 00:00:00
2014-03-23 00:00:00
